ÃÒ¨é¥N½X,Â²ºÙ,¦~¤ë¤é,¶}½L»ù,³Ì°ª»ù,³Ì§C»ù,¦¬½L»ù,¦¨¥æ¶q,¦¨¥æ­È,³ø¹S²v,¶gÂà²v,¥«­È,³ø¹S²v-Ln
Y1400  ,¯¼ÅÖ         ,19900822,  200.94,  200.94,  194.78,  194.78,   135528,     3834000,  -3.0656,   1.5558,      218687,  -3.1136
Y1400  ,¯¼ÅÖ         ,19900823,  194.78,  194.78,  186.78,  186.78,   103422,     2782000,  -4.1072,   1.1873,      209705,  -4.1939
Y1400  ,¯¼ÅÖ         ,19900824,  186.78,  186.78,  177.60,  177.60,   100606,     2318000,  -4.9149,   1.1360,      199396,  -5.0398
Y1400  ,¯¼ÅÖ         ,19900825,  177.60,  184.13,  177.60,  184.13,    93962,     2331000,   3.6768,   1.0610,      206736,   3.6108
Y1400  ,¯¼ÅÖ         ,19900827,  184.13,  196.76,  184.13,  196.76,   138790,     3517000,   6.8593,   1.5672,      220912,   6.6343
Y1400  ,¯¼ÅÖ         ,19900828,  196.76,  210.09,  196.76,  210.09,    76324,     2071000,   6.7748,   0.8618,      235880,   6.5551
Y1400  ,¯¼ÅÖ         ,19900829,  210.09,  210.09,  197.82,  197.82,   213650,     5596000,  -5.8404,   2.4125,      222097,  -6.0178
Y1400  ,¯¼ÅÖ         ,19900831,  197.82,  211.26,  197.82,  211.26,   183014,     4999000,   6.7941,   2.0666,      237188,   6.5732
Y1400  ,¯¼ÅÖ         ,19900901,  211.26,  219.99,  211.26,  219.99,   165375,     4863000,   4.1323,   1.8674,      246993,   4.0492
Y1400  ,¯¼ÅÖ         ,19900903,  219.99,  219.99,  206.56,  206.56,   156453,     4493000,  -6.1048,   1.7667,      231918,  -6.2991
Y1400  ,¯¼ÅÖ         ,19900904,  206.56,  207.88,  206.56,  207.88,   151595,     4692000,   0.6390,   1.7118,      233395,   0.6370
Y1400  ,¯¼ÅÖ         ,19900905,  207.88,  207.88,  194.61,  194.61,   115031,     3256000,  -6.3835,   1.2989,      218497,  -6.5963
Y1400  ,¯¼ÅÖ         ,19900906,  206.56,  206.56,  190.25,  190.25,    95578,     2542000,  -2.2404,   1.0793,      213598,  -2.2659
Y1400  ,¯¼ÅÖ         ,19900910,  190.25,  202.67,  190.25,  202.67,   111702,     3148000,   6.5283,   1.2613,      227550,   6.3240
Y1400  ,¯¼ÅÖ         ,19900911,  202.67,  202.67,  194.02,  194.02,    89427,     2375000,  -4.2680,   1.0098,      217841,  -4.3618
Y1400  ,¯¼ÅÖ         ,19900912,  194.02,  196.38,  194.02,  196.38,    79221,     2123000,   1.2164,   0.8946,      220485,   1.2090
Y1400  ,¯¼ÅÖ         ,19900913,  196.38,  201.77,  196.38,  201.77,    90418,     2462000,   2.7447,   1.0187,      227203,   2.7077
Y1400  ,¯¼ÅÖ         ,19900914,  201.77,  201.77,  196.91,  196.91,   108239,     2856000,  -2.4087,   1.2195,      221723,  -2.4382
Y1400  ,¯¼ÅÖ         ,19900915,  196.91,  196.91,  189.49,  189.49,    68212,     1707053,  -3.7682,   0.7685,      213379,  -3.8411
Y1400  ,¯¼ÅÖ         ,19900917,  189.49,  189.49,  189.44,  189.44,    67807,     1650075,  -0.0264,   0.7640,      213313,  -0.0264
Y1400  ,¯¼ÅÖ         ,19900918,  189.44,  189.44,  184.72,  184.72,    77716,     1921351,  -2.4916,   0.8756,      207997,  -2.5231
Y1400  ,¯¼ÅÖ         ,19900919,  184.72,  184.72,  178.64,  178.64,    70867,     1631109,  -3.2915,   0.7985,      201157,  -3.3469
Y1400  ,¯¼ÅÖ         ,19900920,  178.64,  178.64,  168.96,  168.96,    73995,     1499101,  -5.4187,   0.8337,      190259,  -5.5711
Y1400  ,¯¼ÅÖ         ,19900921,  168.96,  179.05,  168.96,  179.05,   116879,     2582000,   5.9718,   1.3169,      201622,   5.8003
Y1400  ,¯¼ÅÖ         ,19900922,  179.05,  179.05,  171.80,  171.80,    62176,     1332000,  -4.0491,   0.7005,      193458,  -4.1334
Y1400  ,¯¼ÅÖ         ,19900924,  171.80,  171.80,  162.40,  162.40,    51572,     1123302,  -5.4715,   0.5765,      183583,  -5.6269
Y1400  ,¯¼ÅÖ         ,19900925,  162.40,  162.40,  159.98,  159.98,    60893,     1176154,  -1.4901,   0.6807,      180844,  -1.5014
Y1400  ,¯¼ÅÖ         ,19900926,  159.98,  159.98,  155.34,  155.34,    86093,     1613000,  -2.9004,   0.9624,      175599,  -2.9433
Y1400  ,¯¼ÅÖ         ,19900927,  155.34,  161.01,  155.34,  161.01,   102072,     1945000,   3.6501,   1.1410,      182013,   3.5850
Y1400  ,¯¼ÅÖ         ,19901001,  161.01,  161.01,  154.37,  154.37,    64075,     1244000,  -4.1240,   0.7128,      176763,  -4.2114
Y1400  ,¯¼ÅÖ         ,19901002,  154.37,  154.86,  154.37,  154.86,    86596,     1657000,   0.3174,   0.9633,      177322,   0.3169
Y1400  ,¯¼ÅÖ         ,19901004,  154.86,  155.11,  154.86,  155.11,    60244,     1149000,   0.1614,   0.6701,      177616,   0.1613
Y1400  ,¯¼ÅÖ         ,19901005,  155.11,  162.36,  155.11,  162.36,   109518,     2182000,   4.6741,   1.2183,      185919,   4.5682
Y1400  ,¯¼ÅÖ         ,19901006,  162.36,  162.36,  161.05,  161.05,   128298,     2372000,  -0.8068,   1.4272,      184419,  -0.8101
Y1400  ,¯¼ÅÖ         ,19901008,  161.05,  169.00,  161.05,  169.00,   129200,     2564000,   4.9364,   1.4350,      193521,   4.8184
Y1400  ,¯¼ÅÖ         ,19901009,  169.00,  169.00,  161.27,  161.27,   150783,     2906000,  -4.5740,   1.6747,      184670,  -4.6819
Y1400  ,¯¼ÅÖ         ,19901011,  161.27,  161.27,  152.63,  152.63,    36670,      724000,  -5.3575,   0.4073,      174773,  -5.5063
Y1400  ,¯¼ÅÖ         ,19901012,  152.63,  154.05,  152.63,  154.05,   110299,     2047000,   0.9304,   1.2251,      176401,   0.9261
Y1400  ,¯¼ÅÖ         ,19901013,  154.05,  156.64,  154.05,  156.64,    96856,     1796000,   1.6813,   1.0758,      179299,   1.6673
Y1400  ,¯¼ÅÖ         ,19901015,  156.64,  157.63,  156.64,  157.63,   101584,     2110000,   0.6320,   1.1283,      180494,   0.6300
Y1400  ,¯¼ÅÖ         ,19901016,  157.63,  162.53,  157.63,  162.53,   132685,     2660000,   3.1085,   1.4737,      186111,   3.0612
Y1400  ,¯¼ÅÖ         ,19901017,  162.53,  162.53,  161.34,  161.34,   134237,     2642000,  -0.7322,   1.4910,      184750,  -0.7349
Y1400  ,¯¼ÅÖ         ,19901018,  161.34,  169.00,  161.34,  169.00,   173292,     3517000,   4.7477,   1.9247,      193514,   4.6385
Y1400  ,¯¼ÅÖ         ,19901019,  169.00,  170.53,  169.00,  170.53,   215729,     4304000,   0.9053,   2.3961,      195268,   0.9013
Y1400  ,¯¼ÅÖ         ,19901020,  170.53,  179.66,  170.53,  179.66,   193643,     4169000,   5.3539,   2.1508,      205727,   5.2155
Y1400  ,¯¼ÅÖ         ,19901022,  179.66,  185.23,  179.66,  185.23,   260738,     5830000,   3.1003,   2.8960,      212098,   3.0532
Y1400  ,¯¼ÅÖ         ,19901023,  185.23,  190.57,  185.23,  190.57,   328335,     7418000,   2.8829,   3.6468,      218215,   2.8421
Y1400  ,¯¼ÅÖ         ,19901024,  190.57,  203.04,  190.57,  203.04,   293686,     7025000,   6.5435,   3.2619,      232499,   6.3383
Y1400  ,¯¼ÅÖ         ,19901026,  203.04,  203.04,  191.96,  191.96,   289321,     6371000,  -5.4571,   3.2135,      219806,  -5.6116
Y1400  ,¯¼ÅÖ         ,19901027,  191.96,  191.96,  179.23,  179.23,   111296,     2112000,  -6.6316,   1.2314,      205229,  -6.8617
Y1400  ,¯¼ÅÖ         ,19901029,  179.23,  191.40,  179.23,  191.40,   166701,     3885000,   6.7902,   1.8445,      219162,   6.5696
Y1400  ,¯¼ÅÖ         ,19901030,  191.40,  191.40,  189.42,  189.42,   225167,     4697000,  -1.0345,   2.4914,      216902,  -1.0399
Y1400  ,¯¼ÅÖ         ,19901101,  189.42,  189.42,  178.61,  178.61,   152109,     3028000,  -5.7069,   1.6830,      204526,  -5.8762
Y1400  ,¯¼ÅÖ         ,19901102,  178.61,  178.61,  176.18,  176.18,   163461,     3284000,  -1.3605,   1.8086,      201734,  -1.3698
Y1400  ,¯¼ÅÖ         ,19901103,  176.18,  187.57,  176.18,  187.57,   166037,     3592000,   6.4650,   1.8371,      214777,   6.2646
Y1400  ,¯¼ÅÖ         ,19901105,  187.57,  200.35,  187.57,  200.35,   189049,     4695000,   6.8135,   2.0917,      229418,   6.5914
Y1400  ,¯¼ÅÖ         ,19901106,  200.35,  200.35,  189.54,  189.54,   352358,     7775000,  -5.3956,   3.8987,      217041,  -5.5466
Y1400  ,¯¼ÅÖ         ,19901107,  189.54,  200.12,  189.54,  200.12,   250524,     5798000,   5.5819,   2.7719,      229149,   5.4317
Y1400  ,¯¼ÅÖ         ,19901108,  200.12,  200.12,  189.34,  189.34,   255666,     5895000,  -5.3868,   2.8206,      217232,  -5.5373
Y1400  ,¯¼ÅÖ         ,19901109,  189.34,  189.34,  186.14,  186.14,   202842,     4837000,  -1.6901,   2.2379,      213565,  -1.7045
Y1400  ,¯¼ÅÖ         ,19901110,  186.14,  189.54,  186.14,  189.54,   190731,     4461000,   1.8266,   2.1042,      217457,   1.8101
Y1400  ,¯¼ÅÖ         ,19901113,  189.54,  202.40,  189.54,  202.40,   189337,     4526000,   6.7848,   2.0889,      232220,   6.5646
Y1400  ,¯¼ÅÖ         ,19901114,  202.40,  205.97,  202.40,  205.97,   332157,     8472000,   1.7638,   3.6645,      236306,   1.7485
Y1400  ,¯¼ÅÖ         ,19901115,  205.97,  210.87,  205.97,  210.87,   292278,     7952000,   2.3790,   3.2246,      241933,   2.3511
Y1400  ,¯¼ÅÖ         ,19901116,  210.87,  210.87,  202.99,  202.99,   267250,     6736000,  -3.7369,   2.9484,      232894,  -3.8085
Y1400  ,¯¼ÅÖ         ,19901117,  202.99,  214.55,  202.99,  214.55,   271261,     7341000,   5.6949,   2.9927,      246160,   5.5386
Y1400  ,¯¼ÅÖ         ,19901119,  214.55,  223.34,  214.55,  223.34,   395180,    10916000,   4.0969,   4.3598,      256241,   4.0152
Y1400  ,¯¼ÅÖ         ,19901120,  223.34,  227.89,  223.34,  227.89,   353775,     9921000,   2.0373,   3.9030,      261459,   2.0168
Y1400  ,¯¼ÅÖ         ,19901121,  227.89,  232.16,  227.89,  232.16,   336919,     9740000,   1.8737,   3.7171,      266364,   1.8564
Y1400  ,¯¼ÅÖ         ,19901122,  232.16,  245.02,  232.16,  245.02,   322229,     9662000,   5.5393,   3.5550,      281118,   5.3913
Y1400  ,¯¼ÅÖ         ,19901123,  245.02,  261.58,  245.02,  261.60,   270223,     8731000,   6.7668,   2.9812,      300108,   6.5477
Y1400  ,¯¼ÅÖ         ,19901124,  261.58,  261.58,  248.07,  248.07,   264056,     8366000,  -5.1720,   2.9132,      284619,  -5.3106
Y1400  ,¯¼ÅÖ         ,19901126,  248.07,  248.07,  234.96,  234.96,   269864,     8569000,  -5.2848,   2.9773,      269576,  -5.4296
Y1400  ,¯¼ÅÖ         ,19901127,  234.96,  234.96,  225.27,  225.27,   280724,     8891000,  -4.1241,   3.0971,      258456,  -4.2116
Y1400  ,¯¼ÅÖ         ,19901128,  225.27,  225.27,  215.01,  215.01,   225081,     7123000,  -4.5545,   2.4595,      247618,  -4.6615
Y1400  ,¯¼ÅÖ         ,19901129,  215.01,  220.80,  215.01,  220.80,   221111,     6862000,   2.6929,   2.4161,      254280,   2.6573
Y1400  ,¯¼ÅÖ         ,19901130,  220.80,  228.51,  220.80,  228.51,   247982,     8037000,   3.4918,   2.7097,      263157,   3.4323
Y1400  ,¯¼ÅÖ         ,19901201,  228.51,  244.03,  228.51,  244.03,   198996,     6158000,   6.7918,   2.1729,      281139,   6.5711
Y1400  ,¯¼ÅÖ         ,19901203,  244.03,  246.92,  244.03,  246.92,   331679,    10928000,   1.1843,   3.6218,      284474,   1.1773
Y1400  ,¯¼ÅÖ         ,19901204,  246.92,  246.92,  240.89,  240.89,   317986,    10755000,  -2.4421,   3.4723,      277519,  -2.4724
Y1400  ,¯¼ÅÖ         ,19901205,  240.89,  253.16,  240.89,  253.16,   262210,     9520000,   5.0936,   2.8613,      291663,   4.9681
Y1400  ,¯¼ÅÖ         ,19901206,  253.16,  253.16,  239.22,  239.22,   354109,    12081000,  -5.5064,   3.8641,      275603,  -5.6638
Y1400  ,¯¼ÅÖ         ,19901207,  239.22,  253.69,  239.22,  253.69,   339405,    12085000,   6.0488,   3.7037,      292268,   5.8729
Y1400  ,¯¼ÅÖ         ,19901208,  253.69,  253.69,  240.03,  240.03,   252971,     7622000,  -5.3845,   2.7605,      276533,  -5.5349
Y1400  ,¯¼ÅÖ         ,19901210,  240.03,  240.43,  240.03,  240.43,   242146,     7949000,   0.1666,   2.6424,      276989,   0.1665
Y1400  ,¯¼ÅÖ         ,19901211,  240.43,  243.67,  240.43,  243.67,   246320,     8612000,   1.3476,   2.6879,      280731,   1.3386
Y1400  ,¯¼ÅÖ         ,19901212,  243.67,  243.67,  233.63,  233.63,   233645,     8171000,  -4.1203,   2.5496,      269164,  -4.2076
Y1400  ,¯¼ÅÖ         ,19901213,  233.63,  237.32,  233.63,  237.32,   230827,     8397000,   1.5794,   2.5188,      273407,   1.5671
Y1400  ,¯¼ÅÖ         ,19901214,  237.32,  237.32,  231.77,  231.77,   189602,     6774000,  -2.3386,   2.0690,      267020,  -2.3664
Y1400  ,¯¼ÅÖ         ,19901215,  231.77,  231.77,  228.44,  228.44,   125672,     4561000,  -1.4368,   1.3714,      263177,  -1.4472
Y1400  ,¯¼ÅÖ         ,19901217,  228.44,  228.44,  216.38,  216.38,   149873,     4880000,  -5.2793,   1.6354,      249289,  -5.4237
Y1400  ,¯¼ÅÖ         ,19901218,  216.38,  216.38,  205.99,  205.99,   151541,     4267000,  -4.8017,   1.6537,      237311,  -4.9208
Y1400  ,¯¼ÅÖ         ,19901219,  205.99,  205.99,  203.74,  203.74,   184541,     5276000,  -1.0923,   2.0138,      234720,  -1.0983
Y1400  ,¯¼ÅÖ         ,19901220,  203.74,  211.32,  203.74,  211.32,   156867,     4510000,   3.7204,   1.7092,      243875,   3.6529
Y1400  ,¯¼ÅÖ         ,19901221,  211.32,  213.78,  211.32,  213.78,   181668,     5503000,   1.1641,   1.9794,      246719,   1.1574
Y1400  ,¯¼ÅÖ         ,19901222,  213.78,  220.47,  213.78,  220.47,   165561,     5353000,   3.1294,   1.8039,      254438,   3.0814
Y1400  ,¯¼ÅÖ         ,19901224,  220.47,  220.47,  215.65,  215.65,   173745,     5450000,  -2.1862,   1.8895,      248879,  -2.2105
Y1400  ,¯¼ÅÖ         ,19901226,  215.65,  221.81,  215.65,  221.81,   139654,     4219000,   2.8565,   1.5188,      255987,   2.8164
Y1400  ,¯¼ÅÖ         ,19901227,  221.81,  231.23,  221.81,  231.23,   197413,     6218000,   4.2469,   2.1469,      266860,   4.1592
Y1400  ,¯¼ÅÖ         ,19910103,  231.23,  231.23,  221.11,  221.11,   134539,     4321000,  -4.3766,   1.4632,      255177,  -4.4753
Y1400  ,¯¼ÅÖ         ,19910104,  221.11,  225.91,  221.11,  225.91,   133027,     4466000,   2.1709,   1.4467,      260721,   2.1476
Y1400  ,¯¼ÅÖ         ,19910105,  225.91,  235.11,  225.91,  235.11,   191135,     6280000,   4.0724,   2.0787,      271334,   3.9917
Y1400  ,¯¼ÅÖ         ,19910107,  235.11,  235.11,  221.62,  221.62,   177159,     5487000,  -5.7377,   1.9267,      255768,  -5.9089
Y1400  ,¯¼ÅÖ         ,19910108,  221.62,  221.62,  212.02,  212.02,   112153,     3439000,  -4.3317,   1.2197,      244687,  -4.4284
Y1400  ,¯¼ÅÖ         ,19910109,  212.02,  214.73,  212.02,  214.73,    97854,     3138000,   1.2782,   1.0642,      247809,   1.2701
Y1400  ,¯¼ÅÖ         ,19910110,  214.73,  214.73,  202.69,  202.69,    76607,     2017000,  -5.6070,   0.8331,      233921,  -5.7704
Y1400  ,¯¼ÅÖ         ,19910111,  202.69,  202.69,  198.57,  198.57,    95657,     2806000,  -2.0327,   1.0403,      229163,  -2.0536
Y1400  ,¯¼ÅÖ         ,19910112,  198.57,  198.57,  192.49,  192.49,    75638,     1948000,  -3.0619,   0.8226,      222148,  -3.1097
Y1400  ,¯¼ÅÖ         ,19910114,  192.49,  193.63,  192.49,  193.63,    80129,     2093000,   0.5922,   0.8714,      223465,   0.5905
Y1400  ,¯¼ÅÖ         ,19910115,  193.63,  193.63,  180.52,  180.52,    41245,      801000,  -6.7706,   0.4486,      208336,  -7.0108
Y1400  ,¯¼ÅÖ         ,19910116,  180.52,  180.52,  177.83,  177.83,    82490,     1982000,  -1.4901,   0.8971,      205225,  -1.5014
Y1400  ,¯¼ÅÖ         ,19910117,  177.83,  189.90,  177.83,  189.90,    63632,     1620000,   6.7874,   0.6920,      219156,   6.5670
Y1400  ,¯¼ÅÖ         ,19910118,  189.90,  202.88,  189.90,  202.88,   127490,     3513000,   6.8352,   1.3865,      234133,   6.6117
Y1400  ,¯¼ÅÖ         ,19910119,  202.88,  208.50,  202.88,  208.50,   160381,     4439000,   2.7701,   1.7442,      240622,   2.7324
Y1400  ,¯¼ÅÖ         ,19910121,  208.50,  215.17,  208.50,  215.17,   185247,     5189000,   3.1990,   2.0146,      248323,   3.1489
Y1400  ,¯¼ÅÖ         ,19910122,  215.17,  215.17,  213.07,  213.07,   210061,     6307000,  -0.9760,   2.2845,      245895,  -0.9808
Y1400  ,¯¼ÅÖ         ,19910123,  213.07,  213.07,  201.98,  201.98,   176757,     5115000,  -5.2049,   1.9223,      233101,  -5.3452
Y1400  ,¯¼ÅÖ         ,19910124,  201.98,  215.64,  201.98,  215.64,   165409,     5223000,   6.7630,   1.7989,      248865,   6.5442
Y1400  ,¯¼ÅÖ         ,19910125,  215.64,  218.83,  215.64,  218.83,   303032,     8908000,   1.4793,   3.2956,      252549,   1.4685
Y1400  ,¯¼ÅÖ         ,19910126,  218.83,  218.83,  214.74,  214.74,   201453,     5479000,  -1.8690,   2.1909,      247823,  -1.8867
Y1400  ,¯¼ÅÖ         ,19910128,  214.74,  220.98,  214.74,  220.98,   217517,     6577000,   2.9058,   2.3656,      255021,   2.8644
Y1400  ,¯¼ÅÖ         ,19910129,  220.98,  221.12,  220.98,  221.12,   242769,     7249000,   0.0634,   2.6402,      255186,   0.0633
Y1400  ,¯¼ÅÖ         ,19910130,  221.12,  221.12,  215.92,  215.92,   202505,     6153000,  -2.3517,   2.2023,      249186,  -2.3798
Y1400  ,¯¼ÅÖ         ,19910131,  215.92,  215.92,  215.15,  215.15,   203659,     6426000,  -0.3566,   2.2149,      248300,  -0.3573
Y1400  ,¯¼ÅÖ         ,19910201,  215.15,  215.15,  213.50,  213.50,   146905,     4582000,  -0.7669,   1.5976,      246388,  -0.7699
Y1400  ,¯¼ÅÖ         ,19910202,  213.50,  213.86,  213.50,  213.86,    74264,     2284000,   0.1686,   0.8076,      246813,   0.1685
Y1400  ,¯¼ÅÖ         ,19910204,  213.86,  218.38,  213.86,  218.38,   115999,     3823000,   2.1135,   1.2615,      252025,   2.0915
Y1400  ,¯¼ÅÖ         ,19910205,  218.38,  228.77,  218.38,  228.77,   210639,     6604000,   4.7578,   2.2908,      264020,   4.6480
Y1400  ,¯¼ÅÖ         ,19910206,  228.77,  228.77,  227.10,  227.10,   273966,     8555000,  -0.7300,   2.9795,      262090,  -0.7327
Y1400  ,¯¼ÅÖ         ,19910207,  227.10,  236.46,  227.10,  236.46,   265134,     8353000,   4.1215,   2.8834,      272886,   4.0389
Y1400  ,¯¼ÅÖ         ,19910208,  236.46,  241.05,  236.46,  241.05,   292282,     9214000,   1.9411,   3.1787,      278186,   1.9225
Y1400  ,¯¼ÅÖ         ,19910209,  241.05,  247.79,  241.05,  247.79,   255459,     8478000,   2.7961,   2.7782,      285963,   2.7577
Y1400  ,¯¼ÅÖ         ,19910211,  247.79,  260.54,  247.79,  260.54,   277260,     9370000,   5.1455,   3.0153,      300677,   5.0175
Y1400  ,¯¼ÅÖ         ,19910219,  260.54,  277.26,  260.54,  277.26,   183486,     6977000,   6.4174,   1.9955,      319973,   6.2199
Y1400  ,¯¼ÅÖ         ,19910220,  277.26,  277.26,  275.93,  275.93,   339090,    11887000,  -0.4797,   3.6877,      318440,  -0.4808
Y1400  ,¯¼ÅÖ         ,19910221,  275.93,  292.23,  275.93,  292.23,   356425,    13078000,   5.9073,   3.8762,      337253,   5.7394
Y1400  ,¯¼ÅÖ         ,19910222,  292.23,  292.23,  272.75,  272.75,   317865,    11640000,  -6.6660,   3.4569,      314771,  -6.8986
Y1400  ,¯¼ÅÖ         ,19910223,  272.75,  272.75,  270.47,  270.47,   217175,     8051000,  -0.8359,   2.3619,      312142,  -0.8394
Y1400  ,¯¼ÅÖ         ,19910225,  270.47,  279.95,  270.47,  279.95,   292736,    10587000,   3.5050,   3.1836,      323084,   3.4450
Y1400  ,¯¼ÅÖ         ,19910226,  279.95,  279.95,  270.58,  270.58,   288125,     9799000,  -3.3470,   3.1335,      312266,  -3.4043
Y1400  ,¯¼ÅÖ         ,19910227,  270.58,  275.63,  270.58,  275.63,   290434,     9669000,   1.8664,   3.1586,      318092,   1.8492
Y1400  ,¯¼ÅÖ         ,19910228,  275.63,  283.40,  275.63,  283.40,   409265,    13653000,   2.8190,   4.4509,      327061,   2.7800
Y1400  ,¯¼ÅÖ         ,19910301,  283.40,  283.40,  281.91,  281.91,   296698,    10309000,  -0.5258,   3.2267,      325346,  -0.5271
Y1400  ,¯¼ÅÖ         ,19910302,  281.91,  281.91,  265.78,  265.78,   197428,     5933000,  -5.7217,   2.1471,      306730,  -5.8919
Y1400  ,¯¼ÅÖ         ,19910304,  265.78,  265.78,  262.74,  262.74,   255719,     7779000,  -1.1438,   2.7810,      303222,  -1.1504
Y1400  ,¯¼ÅÖ         ,19910305,  262.74,  262.74,  259.06,  259.06,   272444,     8122000,  -1.4006,   2.9629,      298974,  -1.4105
